0.783, 0.622, -472.500
0.783, 0.622, -534.500
0.482, -0.876, -3.500
-0.480, 0.877, -4.500
0.783, 0.622, -564.500
0.783, 0.622, -485.500
0.452, 0.892, -509.500
0.878, -0.478, -197.500
0.452, 0.892, -497.500
0.878, -0.478, -217.500
0.487, 0.873, -704.500
0.813, 0.582, -198.500
-0.549, 0.836, -73.500
0.683, -0.730, -280.500
0.683, -0.730, -269.500
-0.549, 0.836, -83.500
0.487, 0.873, -741.500
0.819, 0.574, -316.500
-0.532, 0.847, -36.500
0.807, 0.590, -234.500
